1.494492;2.000000;2.000000
470.000000;3.000000;4.000000
1.875850;2.000000;6.000000
2.185847;2.000000;8.000000
2.075208;2.000000;10.000000
1.328611;2.000000;12.000000
337.000000;3.000000;14.000000
2.455240;2.000000;16.000000
2.538411;2.000000;18.000000
448.000000;3.000000;20.000000
1.252235;2.000000;22.000000
2.927903;2.000000;24.000000
1.222406;2.000000;26.000000
1.876631;2.000000;28.000000
3.032507;2.000000;30.000000
461.000000;3.000000;32.000000
4.105532;2.000000;34.000000
4.970608;2.000000;36.000000
5.102974;2.000000;38.000000
3.687731;2.000000;40.000000
3.956181;2.000000;42.000000
495.000000;3.000000;44.000000
4.199935;2.000000;46.000000
382.000000;3.000000;48.000000
300.000000;3.000000;50.000000
6.603450;2.000000;52.000000
5.308693;2.000000;54.000000
7.573381;2.000000;56.000000
5.157627;2.000000;58.000000
5.000587;2.000000;60.000000
421.000000;3.000000;62.000000
7.246798;2.000000;64.000000
455.000000;3.000000;66.000000
8.701535;2.000000;68.000000
7.225421;2.000000;70.000000
8.635064;2.000000;72.000000
9.652107;2.000000;74.000000
10.821196;2.000000;76.000000
8.568968;2.000000;78.000000
392.000000;3.000000;80.000000
11.196479;2.000000;82.000000
11.729273;2.000000;84.000000
406.000000;3.000000;86.000000
12.796326;2.000000;88.000000
16.445862;2.000000;90.000000
15.869808;2.000000;92.000000
15.586031;2.000000;94.000000
17.864055;2.000000;96.000000
17.253397;2.000000;98.000000
18.657606;2.000000;100.000000
21.016973;2.000000;102.000000
20.908569;2.000000;104.000000
453.000000;3.000000;106.000000
21.704501;2.000000;108.000000
25.001092;2.000000;110.000000
24.922211;2.000000;112.000000
22.491129;2.000000;114.000000
24.706907;2.000000;116.000000
316.000000;3.000000;118.000000
25.183577;2.000000;120.000000
330.000000;3.000000;122.000000
27.862677;2.000000;124.000000
28.016419;2.000000;126.000000
27.148467;2.000000;128.000000
28.347024;2.000000;130.000000
336.000000;3.000000;132.000000
416.000000;3.000000;134.000000
28.254601;2.000000;136.000000
29.708691;2.000000;138.000000
29.045482;2.000000;140.000000
28.933572;2.000000;142.000000
29.415800;2.000000;144.000000
30.154491;2.000000;146.000000
321.000000;3.000000;148.000000
30.202389;2.000000;150.000000
31.861635;2.000000;152.000000
30.666241;2.000000;154.000000
426.000000;3.000000;156.000000
459.000000;3.000000;158.000000
31.427605;2.000000;160.000000
366.000000;3.000000;162.000000
358.000000;3.000000;164.000000
31.429024;2.000000;166.000000
31.096464;2.000000;168.000000
30.390100;2.000000;170.000000
30.688646;2.000000;172.000000
31.289206;2.000000;174.000000
449.000000;3.000000;176.000000
460.000000;3.000000;178.000000
31.102803;2.000000;180.000000
33.866897;2.000000;182.000000
31.151080;2.000000;184.000000
32.616377;2.000000;186.000000
30.381266;2.000000;188.000000
31.969325;2.000000;190.000000
32.131568;2.000000;192.000000
31.770991;2.000000;194.000000
31.557365;2.000000;196.000000
497.000000;3.000000;198.000000
